Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
54255,90,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,33333.3333333333,45.0,59.3969696197,87,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,32,22222.2222222222,11111.1111111111,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,122,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51663,49,1,2,6,12,6,6,6.0,0.0,6,6,6.0,0.0,367346.93877551,61224.4897959184,24.5,33.2340187158,48,1,0,0.0,0.0,0,0,1,1.0,0.0,1,1,0,0,0,0,20,40,20408.1632653061,40816.3265306122,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,389,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1441065,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,16.65434939,2.775724898,480355.0,831134.2558,1440066,1,1441065,480355.0,831134.2558,1440066,1,0,0.0,0.0,0,0,0,0,0,0,80,0,2.775724898,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,76797,2,2,94,256,47,47,47.0,0.0,128,128,128.0,0.0,4557.4696928266,52.085367918,25599.0,44288.5462055372,76739,4,54,54.0,0.0,54,54,4,4.0,0.0,4,4,0,0,0,0,40,40,26.042683959,26.042683959,47,128,79.4,44.3655271579,1968.3,0,0,0,0,0,0,0,0,1,99.25,47.0,128.0,40,0,0,0,0,0,0,2,94,2,256,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,52827,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,220095.7844,132.5079978,8804.5,15478.4115,38440,17,38986,19493.0,26819.146,38457,529,52810,17603.33333,19717.57899,39014,192,0,0,0,0,72,92,56.78914192,75.71885589,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
61119,78,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25641.0256410256,78.0,0.0,78,78,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12820.5128205128,12820.5128205128,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,62,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5330063,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.750460173,1776687.667,3076556.42,5329189,99,5330063,2665031.5,3767687.669,5329189,874,0,0.0,0.0,0,0,0,0,0,0,104,40,0.56284513,0.187615043,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
22,12196435,19,31,2008,2745,640,0,105.6842105,143.7671932,976,0,88.5483871,223.315,389.7040406,4.099558601,248906.8367,651156.8585,2310484,3,10600000,587123.1667,963876.3843,2364608,615,12200000,406544.1667,797275.5785,2310484,3,0,0,0,0,616,1000,1.557832268,2.541726332,0,976,93.19607843,193.9302988,37608.96078,0,0,0,1,0,0,0,0,1,95.06,105.6842105,88.5483871,616,0,0,0,0,0,0,19,2008,31,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
123,64000185,4,4,192,192,48,48,48.0,0.0,48,48,48.0,0.0,5.9999826563,0.1249996387,9142883.57142857,24189662.5856093,63999882,4,64000052,21333350.6666667,36950440.3221468,64000044,4,64000068,21333356.0,36950372.4834902,63999971,48,0,0,0,0,80,80,0.0624998193,0.0624998193,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,54.0,48.0,48.0,80,0,0,0,0,0,0,4,192,4,192,-1,-1,3,20,166.0,0.0,166,166,63999882.0,0.0,63999882,63999882,BENIGN
53,210,2,2,70,326,35,35,35.0,0.0,163,163,163.0,0.0,1885714.28571429,19047.619047619,70.0,115.1824639431,203,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,9523.8095238095,9523.8095238095,35,163,86.2,70.1084873607,4915.2,0,0,0,0,0,0,0,0,1,107.75,35.0,163.0,64,0,0,0,0,0,0,2,70,2,326,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
60175,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.666666667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,64,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5854872,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.683191708,1951624.0,3379705.715,5854172,129,5854872,2927436.0,4139029.745,5854172,700,0,0.0,0.0,0,0,0,0,0,0,104,40,0.512393781,0.170797927,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
443,5435058,9,5,384,3298,197,0,42.6666666667,70.2157389764,1590,0,659.6,797.3297937491,677.4536720675,2.5758694755,418081.384615385,1449854.77973098,5242974,18,5435058,679382.25,1844258.92224351,5242974,18,103930,25982.5,28348.6602328928,51593,203,0,0,0,0,200,112,1.6559160914,0.9199533841,0,1590,245.4666666667,525.786331761,276451.266666667,0,0,0,1,0,0,0,0,0,263.0,42.6666666667,659.6,200,0,0,0,0,0,0,9,384,5,3298,29200,123,8,20,192066.0,0.0,192066,192066,5242974.0,0.0,5242974,5242974,BENIGN
53,48703,1,1,56,112,56,56,56.0,0.0,112,112,112.0,0.0,3449.4794981829,41.0652321212,48703.0,0.0,48703,48703,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20.5326160606,20.5326160606,56,112,74.6666666667,32.3316150746,1045.3333333333,0,0,0,0,0,0,0,0,1,112.0,56.0,112.0,32,0,0,0,0,0,0,1,56,1,112,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5671865,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.705235403,1890621.667,3273899.356,5670995,132,5671865,2835932.5,4009383.838,5670995,870,0,0.0,0.0,0,0,0,0,0,0,104,40,0.528926552,0.176308851,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � XSS
80,53692,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,216661.7001,148.9979885,7670.285714,19928.45509,52863,4,579,289.5,109.6015511,367,212,53655,13413.75,26300.63946,52863,4,0,0,0,0,72,112,55.8742457,93.12374283,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,10215737,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.34931655,0.391552758,3405245.667,5898055.043,10200000,1,10200000,3405245.667,5898055.043,10200000,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.391552758,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,4.0,0.0,4,4,10200000.0,0.0,10200000,10200000,DDoS
2557,44,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,136363.6364,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,22727.27273,22727.27273,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
53,48810,2,2,68,168,34,34,34.0,0.0,84,84,84.0,0.0,4835.0747797583,81.9504199959,16270.0,28174.4044657558,48803,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,40.975209998,40.975209998,34,84,54.0,27.3861278753,750.0,0,0,0,0,0,0,0,0,1,67.5,34.0,84.0,40,0,0,0,0,0,0,2,68,2,168,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,73041423,9,6,62,11607,20,0,6.888888889,5.30199124,5840,0,1934.5,2538.919278,159.7586619,0.205362921,5217244.5,16900000.0,63400000,1,71700000,8958016.125,22200000.0,63400000,1,1378171,275634.2,615773.4485,1377163,3,0,0,0,0,192,132,0.123217753,0.082145169,0,5840,729.6875,1754.344767,3077725.563,0,0,0,0,1,0,0,0,0,778.3333333,6.888888889,1934.5,192,0,0,0,0,0,0,9,62,6,11607,256,229,7,20,2985.0,0.0,2985,2985,35800000.0,39000000.0,63400000,8274810,DDoS
65000,30,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,200000.0,66666.66667,30.0,0.0,30,30,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,33333.33333,33333.33333,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
123,30039,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,3195.8454009787,66.5801125204,30039.0,0.0,30039,30039,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,33.2900562602,33.2900562602,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,158,2,2,84,204,42,42,42.0,0.0,102,102,102.0,0.0,1822784.81012658,25316.4556962025,52.6666666667,86.0251901093,152,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,12658.2278481013,12658.2278481013,42,102,66.0,32.8633534503,1080.0,0,0,0,0,0,0,0,0,1,82.5,42.0,102.0,40,0,0,0,0,0,0,2,84,2,204,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,16841213,8,6,1623,1593,533,0,202.875,273.3769963674,527,0,265.5,286.467275618,190.9601167089,0.8312940404,1295477.92307692,4260056.18003021,15452732,37,1388481,198354.428571429,300364.252230997,849757,119,16816407,3363281.4,6794625.74016335,15499263,1940,0,0,0,0,172,132,0.4750251659,0.3562688745,0,533,214.4,266.7475532088,71154.2571428572,0,0,0,1,0,0,0,0,0,229.7142857143,202.875,265.5,172,0,0,0,0,0,0,8,1623,6,1593,8192,35,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1096422,3,5,26,11607,20,0,8.666666667,10.26320288,7300,0,2321.4,3346.363967,10609.96587,7.296460669,156631.7143,413980.4436,1095451,3,753,376.5,464.5691552,705,48,1096321,274080.25,547580.5777,1095451,3,0,0,0,0,72,112,2.736172751,4.560287918,0,7300,1292.555556,2662.264877,7087654.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,10702701,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.242424599,0.373737433,3567567.0,6178349.092,10700000,0,10700000,3567567.0,6178349.092,10700000,0,0,0.0,0.0,0,0,0,0,0,0,80,0,0.373737433,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,991.0,0.0,991,991,10700000.0,0.0,10700000,10700000,DDoS
465,182,3,0,49,0,37,6,16.3333333333,17.8978583449,0,0,0.0,0.0,269230.769230769,16483.5164835165,91.0,60.811183182,134,48,182,91.0,60.811183182,134,48,0,0.0,0.0,0,0,0,0,0,0,60,0,16483.5164835165,0.0,6,37,13.75,15.5,240.25,0,0,0,0,1,0,0,0,0,18.3333333333,16.3333333333,0.0,60,0,0,0,0,0,0,3,49,0,0,257,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,115786347,26,23,2345,7037,1025,0,90.1923076923,267.5394579094,1448,0,305.9565217391,526.6951402386,81.0285516651,0.4231932457,2412215.5625,4254052.48585631,10024669,3,115786347,4631453.88,4993826.1031006,10047926,3,110744707,5033850.31818182,5128694.1163612,10048105,3,0,0,0,0,852,744,0.2245515182,0.1986417276,0,1448,187.64,416.410401956,173397.622857143,0,0,0,1,0,0,0,0,0,191.4693877551,90.1923076923,305.9565217391,852,0,0,0,0,0,0,26,2345,23,7037,29200,1095,5,32,44674.1666666667,73792.2816213104,278996,23188,9604187.83333333,1444441.24227819,10024669,5017536,BENIGN
61631,46,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,43478.2608695652,46.0,0.0,46,46,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,21739.1304347826,21739.1304347826,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,362,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
88,745,2,2,504,2884,252,252,252.0,0.0,1442,1442,1442.0,0.0,4547651.00671141,5369.1275167785,248.3333333333,423.197747316,737,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,2684.5637583893,2684.5637583893,252,1442,728.0,651.7898434311,424830.0,0,0,0,0,0,0,0,0,1,910.0,252.0,1442.0,40,0,0,0,0,0,0,2,504,2,2884,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22,1433655,35,42,2622,7038,408,0,74.9142857143,105.2809606352,976,0,167.5714285714,317.156354674,6738.0227460582,53.7088769613,18863.8815789474,113117.427655213,965388,0,1433655,42166.3235294118,180614.724565306,1009427,2,468157,11418.4634146341,35223.5330170737,200148,0,0,0,0,0,724,864,24.4131258915,29.2957510698,0,976,123.8461538462,246.545276626,60784.5734265734,0,0,0,1,0,0,0,0,1,125.4545454545,74.9142857143,167.5714285714,724,0,0,0,0,0,0,35,2622,42,7038,8192,245,33,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23482,1,1,55,120,55,55,55.0,0.0,120,120,120.0,0.0,7452.5168213951,85.1716208159,23482.0,0.0,23482,23482,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,44,44,42.585810408,42.585810408,55,120,76.6666666667,37.5277674973,1408.3333333333,0,0,0,0,0,0,0,0,1,115.0,55.0,120.0,44,0,0,0,0,0,0,1,55,1,120,-1,-1,0,44,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,3291945,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,7.290522776,1.215087129,1097315.0,1900601.868,3291941,1,3291945,1097315.0,1900601.868,3291941,1,0,0.0,0.0,0,0,0,0,0,0,80,0,1.215087129,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53996,312,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,38461.5384615385,6410.2564102564,312.0,0.0,312,312,312,312.0,0.0,312,312,0,0.0,0.0,0,0,0,0,0,0,40,0,6410.2564102564,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,33,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53566,52418,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,57.2322484643,26209.0,37012.7973544286,52381,37,52418,52418.0,0.0,52418,52418,0,0.0,0.0,0,0,0,0,0,0,76,32,38.1548323095,19.0774161548,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,76,0,0,0,0,0,0,2,0,1,0,859,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22,44,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,22727.27273,22727.27273,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
44695,63,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,31746.0317460317,63.0,0.0,63,63,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,15873.0158730159,15873.0158730159,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1602,1324,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22,77,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25974.02597,77.0,0.0,77,77,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12987.01299,12987.01299,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
53,23266,1,1,46,62,46,46,46.0,0.0,62,62,62.0,0.0,4641.9668185335,85.9623484914,23266.0,0.0,23266,23266,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,42.9811742457,42.9811742457,46,62,51.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,77.0,46.0,62.0,32,0,0,0,0,0,0,1,46,1,62,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22,12332627,20,33,2008,2745,640,0,100.4,141.9141327,976,0,83.18181818,217.2857356,385.4004504,4.297543419,237165.9038,635333.5328,2255235,4,10000000,528105.6842,892887.6805,2163844,211,12300000,385392.9375,777972.7672,2255235,4,0,0,0,0,648,1064,1.621714498,2.675828921,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,100.4,83.18181818,648,0,0,0,0,0,0,20,2008,33,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
80,1197315,2,6,20,11601,20,0,10.0,14.14213562,4380,0,1933.5,1757.789948,9705.883581,6.681616784,171045.0,450695.0616,1193121,44,3673,3673.0,0.0,3673,3673,1197271,239454.2,533118.1498,1193121,76,0,0,0,0,52,132,1.670404196,5.011212588,0,4380,1291.222222,1690.960066,2859345.944,0,0,0,1,0,0,0,0,3,1452.625,10.0,1933.5,52,0,0,0,0,0,0,2,20,6,11601,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
12265,41,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,146341.4634,48780.4878,41.0,0.0,41,41,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,24390.2439,24390.2439,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
21,4,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,3500000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,64,0,500000.0,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
1121,46,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,173913.0435,43478.26087,46.0,0.0,46,46,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,21739.13043,21739.13043,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
53,677506,4,2,152,136,38,38,38.0,0.0,68,68,68.0,0.0,425.0884863012,8.8560101313,135501.2,255023.855120849,586186,3,91317,30439.0,52715.8323561338,91310,3,3,3.0,0.0,3,3,0,0,0,0,80,40,5.9040067542,2.9520033771,38,68,46.5714285714,14.6385010942,214.2857142857,0,0,0,0,0,0,0,0,0,54.3333333333,38.0,68.0,80,0,0,0,0,0,0,4,152,2,136,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22,12933941,22,32,2008,2745,640,0,91.27272727,138.1821372,976,0,85.78125,220.240592,367.482734,4.175061569,244036.6226,672422.024,2602555,3,11100000,527537.8095,967136.3815,2657720,438,12900000,417220.3871,842148.3175,2602555,3,0,0,0,0,712,1032,1.700951009,2.474110559,0,976,86.41818182,188.2012015,35419.69226,0,0,0,1,0,0,0,0,1,88.01851852,91.27272727,85.78125,712,0,0,0,0,0,0,22,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
53,141,2,2,64,120,32,32,32.0,0.0,60,60,60.0,0.0,1304964.53900709,28368.7943262411,47.0,75.3458691635,134,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,14184.3971631206,14184.3971631206,32,60,43.2,15.3362316101,235.2,0,0,0,0,0,0,0,0,1,54.0,32.0,60.0,40,0,0,0,0,0,0,2,64,2,120,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,22876579,10,13,828,6292,285,0,82.8,101.9605588233,1722,0,484.0,687.7020915096,311.2353468585,1.0053950811,1039844.5,4831369.2636037,22670746,1,154059,17117.6666666667,24678.5880825869,79720,20,22856982,1904748.5,6539663.68802129,22670746,1,0,0,0,0,212,272,0.4371282961,0.568266785,0,1722,296.6666666667,542.5540779832,294364.927536232,0,0,0,1,0,0,0,0,1,309.5652173913,82.8,484.0,212,0,0,0,0,0,0,10,828,13,6292,8192,32,9,20,205595.0,0.0,205595,205595,22670746.0,0.0,22670746,22670746,BENIGN
80,92571050,18,18,1302,5887,434,0,72.3333333333,166.4314025799,1963,0,327.0555555556,625.4312838751,77.6592682053,0.3888904793,2644887.14285714,4286775.02533486,10028922,24,88794243,5223190.76470588,4968012.39357923,10052028,141,92547760,5443985.88235294,4808779.86782497,10052080,164,0,0,0,0,584,584,0.1944452396,0.1944452396,0,1963,194.2972972973,463.7837657588,215095.381381381,0,0,0,1,0,0,0,0,1,199.6944444444,72.3333333333,327.0555555556,584,0,0,0,0,0,0,18,1302,18,5887,29200,1006,3,32,164194.222222222,419494.890176799,1282817,23085,9701832.77777778,956493.97619415,10028922,7151285,BENIGN
443,198582,10,6,557,5648,190,0,55.7,77.8118100148,2404,0,941.3333333333,979.457536939,31246.5379540945,80.5712501637,13238.8,15806.3836661015,50030,1,198582,22064.6666666667,22185.5849877798,65323,1,91266,18253.2,17738.1184233278,35743,192,0,0,0,0,212,132,50.3570313523,30.2142188114,0,2404,365.0,704.1851674098,495876.75,0,0,0,1,0,0,0,0,0,387.8125,55.7,941.3333333333,212,0,0,0,0,0,0,10,557,6,5648,8192,62,9,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30999,2,2,86,142,43,43,43.0,0.0,71,71,71.0,0.0,7355.0759701926,129.0364205297,10333.0,17891.2188237694,30992,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,40,64.5182102648,64.5182102648,43,71,54.2,15.3362316101,235.2,0,0,0,0,0,0,0,0,1,67.75,43.0,71.0,64,0,0,0,0,0,0,2,86,2,142,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5570816,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.718027664,1856938.667,3215556.092,5569943,128,5570816,2785408.0,3937927.162,5569943,873,0,0.0,0.0,0,0,0,0,0,0,104,40,0.538520748,0.179506916,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � XSS
53,23905,2,2,84,310,42,42,42.0,0.0,155,155,155.0,0.0,16481.9075507216,167.3290106672,7968.3333333333,13794.6299817477,23897,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,83.6645053336,83.6645053336,42,155,87.2,61.8926489981,3830.7,0,0,0,0,0,0,0,0,1,109.0,42.0,155.0,64,0,0,0,0,0,0,2,84,2,310,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
